189;Rabia;normal;http://www.israelnationalnews.com/News/Flash.aspx/308678;;;Tres personas han sido mordidas por un lobo en el norte de Israel (National Trail cerca de Tel Dan en la alta Galilea) aparentemente enfermo de rabia (pendiente de los estudios diagnósticos definitivos) Se trata del octavo caso de rabia en animales en lo que va de año en el país. ;;Israel (Alta Galilea);13/11/2014
190;Violencia;normal;http://www.reporteepidemiologico.com/wp-content/uploads/2014/11/REC-1477.pdf;;;Mueren cinco policías en ataques contra equipos de vacunación contra la poliomielitis.  Uno de ellos perpetrado en la sureña provincia de Baluchistán y otro en el área tribal de Bajaur. Los ataques armados de grupos integristas contra vacunadores y sus escoltas son habituales en todo el país y suponen el principal obstáculo para la lucha contra la poliomielitis en Pakistán.;;Pakistán;13/11/2014
191;Marburg;severa;http://www.reuters.com/article/2014/11/11/us-health-marburg-uganda-idUSKCN0IV1BX20141111;http://www.newvision.co.ug/news/661688-who-declares-uganda-marburg-free.html;;Las autoridades sanitarias del país han notificado que el país está libre del virus Marburg después de que no se hayan producido nuevos casos en los últimos 42 días. 197 personas habían estado en contacto con el trabajador sanitario fallecido ( Mpigi district, Mengo Hospital), pero ninguno de ellos ha desarrollado la enfermedad. ;;Uganda;13/11/2014
192;Henipavirus;normal;http://wwwnc.cdc.gov/eid/article/21/2/14-1433_article;;;El CDC acaba de notificar que durante el 2014, la infección por henipavirus (virus emergentes pertenecenientes a la familia Paramyxoviridae con 2 miembros zoonóticos: virus Hendra (HEV) y virus Nipah (NVI)) ha causado casos graves de la enfermedad en humanos y caballos del sur de Filipinas. Las tasas de mortalidad entre humanos son altas. La transmisión de la enfermedad puede ocurrir de caballo a humano y de humano a humano. La fuente más probable de infección del caballo son los murciélagos de la fruta. Se necesita aplicar una vigilancia continua para realizar un diagnóstico rápido, investigar factores de riesgo, aplicacar medidas de control adecuadas, y disponer de una mayor caracterización de virus.;;Filipinas;13/11/2014
193;Legionela;normal;http://www.farodevigo.es/sociedad-cultura/2014/11/11/ingresados-cuatro-ancianos-lugo-virus/1129809.html;;;Notificado un brote de legionela en la residencia de la tercera edad As Gándaras de Lugo. Al menos 4 personas afectadas.;;España (Galicia);14/11/2014
194;Zona de riesgo;normal;https://www.gov.uk/foreign-travel-advice/western-sahara;;;El Ministerio de Asuntos exteriores británico aconseja evitar todos los viajes a las zonas sur y este de la berma y zonas a menos de 30 kilómetros al norte / oeste. ;;Sáhara Occidental;14/11/2014
195;Violencia;normal;https://www.gov.uk/foreign-travel-advice/yemen;;;Se han producido enfrentamientos entre las fuerzas de seguridad yemeníes y huzíes cerca del aeropuerto de Sana'a.  Se han producido varias muertes. Las aerolíneas que operan el país pueden cancelar vuelos con poco o ningún aviso previo.;;Yemen;14/11/2014
196;Impuesto turístico;normal;http://www.hosteltur.com/183400_lisboa-cobrara-tasa-turistica-otra-pernoctacion-partir-2015.html;;;Lisboa cobrará una tasa turística y otra por pernoctación a partir de 2015;;Portugal;14/11/2014
197;Coronavirus;normal;http://www.moh.gov.sa/en/CCC/PressReleases/Pages/Statistics-2014-11-13-001.aspx;;;Notificados 2 nuevos casos del nuevo coronavirus (MERS-CoV). La cifra total de casos asciende a 804, incluyendo 342 fallecidos. 16 casos están bajo tratamiento en este momento.;;Arabia Saudita;14/11/2014
198;Chikungunya;normal;http://www.reporteepidemiologico.com/wp-content/uploads/2014/11/REC-1479.pdf;;;Las autoridades sanitarias del país han notificado 651 casos de Chikungunya en el país en lo que va de año. Los últimos casos reportados han sido en el departamento de managua,  León, Masaya, Granada y Carazo.;;Nicaragua;14/11/2014
199;Meningitis vírica;normal;http://www.reporteepidemiologico.com/wp-content/uploads/2014/11/REC-1479.pdf;;;Paraguay ha confirmado  60 casos de meningitis en lo que va de 2014. Los casos reportados en su mayoría son de etiología viral.;;Paraguay;14/11/2014
200;Tularemia;normal;http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20956;;;Eurosurveillance acaba de publicar un estudio sobre la prevalencia de la tuleramia en Francia (Enfermedad de declaración obligatoria en el país desde 2002)  De 2002 a 2012, se notificaron 433 casos, con una edad media de 49 años y una proporción sexual hombre-mujer de 1,8.  La situación de riesgo más frecuente fue manejar liebres (179<SEMICOLON> 41%), la exposición a los aerosoles de polvo (217<SEMICOLON> 50%) y las picaduras de garrapatas en 82 pacientes (19%). En el invierno 2007/2008 hubo un brote en el país.;;Francia;15/11/2014
201;Erysipelothrix rhusiopathiae;normal;http://www.ncbi.nlm.nih.gov/pubmed/25377692;;;Notificado un brote de poliartritis causada por Erysipelothrix rhusiopathiae en corderos en Noruega. La infección se caracteriza por una baja mortalidad y alta morbilidad. ;;noruega;15/11/2014
202;Cólera;normal;http://wwwnc.cdc.gov/travel/notices/watch/cholera-ghana;;;La OMS ha notificado más de 20900 casos y 166 muertes por cólera en Ghana desde el 5 de octubre de 2014. Muchos de los casos han sido en la región de Gran Accra, incluso en los distritos de Accra Metro y La-Dadekotopon. Se recomienda que los viajeros al país se protejan del cólera tomando precauciones con el agua y los alimentos.;;Ghana;15/11/2014
203;Sarampión;normal;http://www.radionz.co.nz/international/pacific-news/258545/measles-outbreak-in-vanuatu-prompts-vaccination;;;Tras detectar un brote de sarampión en el país (Sólo la mitad de los niños están vacunados frente a la enfermedad), el gobierno de Vanuatu está llevando a cabo un importante programa de vacunación infantil, con la ayuda de UNICEF, la Organización Mundial de la Salud y AusAID. Los niños menores de cinco años de edad en Port Vila, Luganville y Lenakel va a recibir la vacuna frente al sarampión, vitamina A y va a ser desparasitados.  El objetivo es llegar a 17500 niños.;;Vanuatu;15/11/2014
204;Diarrea del viajero;normal;http://fundacionio.org/viajar/paises/oceania/australia%20alertas.html;;;Notificado un brote de intoxicación alimentaria en Tasmania en relación con el consumo de ostras contaminadas (Barilla Bay oysters);;Australia;01/04/2013
205;Listeriosis;normal;http://fundacionio.org/viajar/paises/oceania/australia%20alertas.html;;;Notificado un brote nosocomial de listeriosis en hospitales de Sydney a través de la contaminación de la crema de unos profiteroles;;Australia;01/04/2013
206;Tuberculosis;normal;http://www.abc.net.au/news/2013-05-24/hunt-continues-for-people-exposed-to-drug-resistant-tb/4711180?section=qld;;;Notificado un caso de tuberculosis extremadamente resistente (XMDR-TB) en una mujer procedente de Papúa Nueva Guinea. Ha sido tratada en el Cairns Base Hospital (Queensland). Finalmente falleció.;;Australia;01/05/2013
207;legionela;normal;http://au.ibtimes.com/articles/475244/20130606/brisbane-australia-legionnaire-s-disease.htm#.UbCip9K-2So;;; Notificado un brote nosocomial de la enfermedad en el Brisbane Wesley Hospital en Queensland.;;Australia;01/06/2013
208;Fiebre tifoidea;normal;http://www.9news.com.au/health/2013/08/12/16/36/concern-as-travellers-bring-typhoid-home;;;Notificado un aumento de casos de la enfermedad en viajeros que no han realizado la correcta vacunación previaje. Sobre todo viajeros procedentes de la India. Antes del 2007, había unos 50-70 casos al año. En el 2008, se notificaron 100 casos. 135 en 2011, 123 en 2012 y 101 cases en lo que va de 2013.;;Australia;01/08/2013
209;Incendio;normal;http://www.elmundo.es/elmundo/2013/10/23/internacional/1382511559.html?a=8356b3ed9cc423ae41d1175afe8a78ad&t=1382515476&numero=;;;Oleada de incendios en el estado australiano de Nueva Gales del Sur. La peor crisis de incendios en 45 años con 120.00 hectáreas arrasadas. Blue Mountains, la zona más afectada por el viento y expansión de las llamas.;;Australia;22/10/2013
210;hepatitis C;normal;http://www.starobserver.com.au/news/local-news/new-south-wales-news/our-hidden-epidemic-hepatitis-in-australia/111558;;;El informe anual de prevalencias de enfermedades estima que en el año 2012 al menos 310000 personas había estado expuesta al virus de la hepatitis C de estas 173500 tenían una alteración hepática leve, 51000 alteración moderada, 6500 cirrosis. Los otros 80000 habrían estado expuestos pero no habrían desarrollado la enfermedad. Por otro lado se estima que el 15% de los pacientes HIV de Australia estarían infectados por el virus de la hepatitis C.;;Australia;01/11/2013
211;Sarampión;normal;http://www.news.com.au/national/south-australia/spike-in-flu-numbers-measles-from-bali-on-the-rise-sa-reports-cases-of-leprosy-and-typhoid/story-fnii5yv4-1226768572612;;;Notificados 10 casos de la enfermedad en South Australia (SA). La fuente de contagio fueron varios turistas que adquirieron la infección durante sus vacaciones en Bali (Indonesia);;Australia;02/12/2013
212;Estreptococo;normal;http://www.couriermail.com.au/news/queensland/two-patients-die-in-streptococcal-outbreak-at-brisbanes-greenslopes-private-hospital/story-fnihsrf2-1226782037272?nk=2d61b20b24894e7d6e5274b7f3fcb3d8;;;Notificado un brote nosocomial de la enfermedad en el servicio de rehabilitación del Brisbane's Greenslopes Private Hospital en Queensland. 2 fallecidos y otros 2 afectados. ;;Australia;15/12/2013
213;Chikungunya;normal;http://www.theaustralian.com.au/news/complacent-australian-travellers-are-catching-the-chikungunya-virus/story-e6frg6n6-1226729066998?nk=2d61b20b24894e7d6e5274b7f3fcb3d8;;;El número de personas infectadas por la enfermedad tras volver de vacaciones de Bali u otras partes de Asia se ha incrementado este año (107 en los primeros 9 meses respecto a los 19 de todo el 2012 ó los 37 del 2011). Se espera que aún se produzcan mayor número de casos con la llegada de la estación de lluvias.;;Australia;01/10/2013
214;Chikungunya;normal;http://www.couriermail.com.au/travel/travel-advice/beware-of-mosquitoborne-chikungunya-virus-in-asia-and-the-pacific/story-fnjjv72l-1226815137947;;;En el 2013 se produjeron 127 casos importados de la enfermedad en turistas australianos que viajaron al sudeste asiático, Papúa Nueva Guineay el Pacífico. ;;Australia;03/02/2014
215;Aedes aegypti;normal;http://www.heraldsun.com.au/news/harbour-mozzie-alert/story-fnk1w5y0-1226834216204;;;Notificada la aparición del mosquito aedes aegypti vehículo transmisor del dengue y de la fiebre amarilla en Darwin Harbour. Se pensaba erradicado desde 1969. También se ha notificado la presencia de aedes albopictus.;;Australia;22/02/2014
216;Shigella;normal;http://gaynewsnetwork.com.au/news/health-warning-over-shigella-outbreak-in-sydney-13065.html;;;Notificado un brote de shigelosis entre la comunidad gay de Sydney. Se trata de una bacteria de transmisión fecal.oral que puede provocar un cuadro de diarrea/disentería, de especial gravedad en pacientes inmunodeprimidos.;;Australia;26/02/2014
217;ciguatera;normal;http://www.abc.net.au/news/2014-03-04/nine-victims-of-ciguatera-poisoning-from-fish-caught-off-scotts/5296808;;; 9 intoxicados por ciguatera tras consumir un pescado contaminado. El pez (una caballa de 25 kg) fue capturado cerca de Scotts Head, al sur de Macksville. Este tipo de peces frecuentan los climas cálidos. Se recomienda evitar el consumo de peces grandes (>10 kg). El mes pasado hubo otros 4 casos en Evans Head;;Australia;15/03/2014
218;Melioidosis;normal;http://wwwnc.cdc.gov/eid/article/20/4/13-0960_article;;;El CDC acaba de publicar un estudio sobre la enfermedad, entre los datos que recoge se presentan cifras de una base de datos de aislamientos y tipificación molecular (www.mlst.net), en Australia (1776 casos) la enfermedad se considera endémica en la zona norte del país.;;Australia;03/04/2014
219;zika virus;normal;mailto:Alyssa.Pyke@health.qld.gov.au;;; Notificado un caso de la enfermedad en una viajera en Towsville, Queensland, procedente de las islas Cook, donde actualmente hay un brote de la enfermedad. Se trata del primer caso importado del virus en la zona (recordar que en esta parte del país está presente el mosquito vector, con el riesgo implícito que eso conlleva para su potencial expansión);;Australia;03/04/2014
220;Barmah Forest Virus;normal;http://www.couriermail.com.au/news/queensland/queensland-health-reports-increase-in-cases-of-mosquitocarried-diseases-ross-river-virus-and-barmah-forest-virus/story-fnihsrf2-1226890630762;http://www.redlandcitybulletin.com.au/story/1432346/mozzie-warning-after-rise-in-barmah-forest/?cs=213;; El departamento de salud de Queensland ha alertado sobre el aumento de casos de 2 enfermedades transmitidas por mosquitos presentes en la zona por las elevadas lluvias de las semanas pasadas: El Barmah Forest Virus (94 casos en el 2012) y el Ross River Virus.;;Australia;23/04/2014
221;Phlebovirus;normal;http://wwwnc.cdc.gov/eid/article/20/6/14-0003_article;;;El CDC acaba de hacer público el descubrimiento de un nuevo Phlebovirus en el estado de Tasmania con potencial zoonótico. Se ha aislado en garrapatas de los albatros de la zona. Genéticamente es un virus muy cercano a los recientemente descubiertos en China y Estados Unidos (SFTSV y HRTV) ;;Australia;10/05/2014
222;Ralstonia pickettii;normal;http://www.tga.gov.au/alert/provive-and-sandoz-propofol-1-emulsion-injection-all-sizes-and-all-batches#.U3445NJ_vkq;;;Notificados 8 casos de bacteriemia por Ralstonia pickettii asociados a la administración del anestésico intravenoso propofol (lotes A030906 (expiry date 08/15) y A030907 (expiry date 08/15).;;Australia;22/05/2014
223;Gripe;normal;http://www9.health.gov.au/cda/source/cda-index.cfm;http://www.reporteepidemiologico.com/wp-content/uploads/2014/08/REC-1417.pdf;;Los casos de gripe notificados se duplican respecto al año 2013. Al menos 20000 casos de influenza se han registrado en Australia en esta temporada, más del doble que el año pasado, con el pico tradicional de septiembre aún por venir.;;Australia;14/08/2014
224;Esporotricosis;normal;http://outbreaknewstoday.com/australia-sporotrichosis-outbreak-reported-in-the-northern-territory-41184/;;;Notificado un brote de esporotricosis, una infección fúngica de distribución, en el territorio del norte, con al menos 10 personas afectadas en lo que va de año. Es la primera vez que se produce algo así en el país, se están investigados los factores desencadenantes. Crece bien en el suelos y en materia en descomposición. Se asocia particularmente con el musgo Sphagnum (turba), heno, madera y rosales. ;;Australia;01/09/2014
225;Dengue;normal;http://fundacionio.org/viajar/paises/oceania/australia%20alertas.html;;;Notificados más de 100 casos en el estado de Queensland en lo que va de año.;;Australia;01/04/2013
226;Dengue;normal;http://www.abc.net.au/news/2014-02-06/cairns-dengue-fever-cases-up-to-59/5242600;;;Notificado un brote de la enfermedad con al menos 59 casos en Cairns y 17 casos en Port Douglas. Las autoridades sanitarias de Queensland afirman que el brote tiene su origen en Tailandia. Al parecer el número de mosquitos en esas áreas han aumentado debido al clima húmedo. ;;Australia;12/02/2014
227;Dengue;normal;mailto:Alyssa.Pyke@health.qld.gov.au;;;Notificado un caso de dengue por un serotipo atípico en Brisbane, Queensland en una paciente procedente del sudeste asiático que era una investigadora que había estado mucho tiempo en la selva. Se trata de un serotipo diferente de los conocidos (1,2,3 y 4) que se ha comunicado recientemente en Malasia, serotipo 5. ;;Australia;11/09/2014
228;Dengue;normal;http://www.nytimes.com/2014/09/06/world/asia/rare-outbreak-of-dengue-fever-in-japan.html?_r=1;mailto:E.Paige@alfred.org.au;;Notificado un caso de dengue en un paciente procedente de Japón que había visitado el Yoyogi Park de Tokyo. Las autoridades niponas han informado más de 70 casos autóctonos de la enfermedad.;;Australia;13/09/2014
229;Úlcera de Buruli;normal;http://www.dailymail.co.uk/news/article-2752293/Disease-carrying-bacteria-possum-poo-potentially-leave-humans-disfigured-disabled-come-contact-it.html;;;Científicos australianos han encontrado Mycobacterium ulcerans, agente causal de la úlcera de Buruli en las deposiciones de las zarigüeyas. Se han notificado casos de la enfermedad en humanos en la zona rural de Victoria (regiones de Gippsland, Bellarine y Mornington). ;;Australia;13/09/2014
230;hepatitis e;normal;http://www.foodauthority.nsw.gov.au/news/media-releases/mr-11-Sep-14-warning-Hep-E-pork-liver#.VGdDePmG873;;; Notificados 3 casos de hepatitis E en Nueva Gales del sur tras presuntamente consumir higado de cerdo o salchichas de cerdo contaminadas por el virus. Hasta ahora los casos registrados estaban relacionados con viajes a países en desarrollo con condiciones higiénicas deficitarias.;;Australia;15/09/2014
231;Meningitis meningocócica;normal;http://www.murrayvalleystandard.com.au/story/2575955/meningococcal-rates-rise-in-sa/?cs=12;;;El lo que va de año se han notificado 20 casos de meningitis meningocócica en el estado de South Australia, 8 de ellos en lo que va de septiembre. (Incidencia de 1.21 casos por 100000);;Australia;24/09/2014
;Tosferina;normal;http://www.qt.com.au/news/Whooping-cough-death-highlights-need-for-immunisat/2408599/;http://www.huffingtonpost.com/2014/09/16/whooping-cough-vaccines_n_5831162.html;;Notificada una muerte en New South Wales por tosferina. Se pone de manifiesto la importancia de la vacunación para prevenir estos casos. La tasa de vacunación de la región Sunshine Coast es una de los más bajas del país , teniendo la tasa más alta del país de personas que rehusan vacunarse.;;Australia;07/10/2014
232;Ross river virus;normal;mailto:tochiken@me.com;;;Confirmado un caso de la enfermedad en un viajero japonés procedente de Australia (Melbourne - Victoria). Es el primer caso notificado en Japón. Se ha producido un incremento en el número de casos de la enfermedad en Australia los últimos años.;;Australia;01/06/2013
233;Ross river virus;normal;http://www.theaustralian.com.au/news/latest-news/mosquito-warning-for-gascoyne-pilbara/story-fn3dxiwe-1226911691301;;;Las regiones del oeste de Australia de Gascoyne y Pilbara en alerta por el aumento de mosquitos y la posibilidad de transmitir la enfermedad tras las últimas lluvias.;;Australia;10/05/2014
234;Ross river virus;normal;https://au.news.yahoo.com/thewest/a/24913861/alarm-over-ross-river-virus/;;;En los últimos 12 meses el departamento de salud del país ha notificado 1535 casos de virus Ross River virus, supone un considerable aumento respecto al 2013 cuando se notificaron 1137 casos y cercano al del 2012 que es el peor año registrado con 1374 casos. ;;Australia;09/09/2014
235;Ross river virus;normal;http://www.theherald.com.au/story/2614269/152-hunter-ross-river-virus-cases/?cs=305;;;En lo que va de año se han notificado 152 casos del virus en Hunter, New England, cifra muy superior a los 96 del 2013. Las condiciones metereológicas y la proliferación del mosquito vector están detrás de este aumento.;;Australia;10/10/2014
236;West Nile Virus;normal;http://www.ecdc.europa.eu/en/healthtopics/west_nile_fever/west-nile-fever-maps/pages/index.aspx;;;En lo que va de año se han notificado 1 caso de la enfermedad en el país.;;Austria;01/10/2013
237;difteria;severa;http://www.ecdc.europa.eu/en/healthtopics/west_nile_fever/west-nile-fever-maps/pages/index.aspx;;;Eurosurveillance ha informado de un caso de difteria cutánea en Austria en un inmigrante procedente del este de África. El último caso se diagnóstico en el país hace 21 años. La falta de disponibilidad de antitoxina diftérica (DAT) (no disponible en Austria desde el 2011), constituye un riesgo para los pacientes que eventualmente pudieran adquirir la enfermedad en toda Europa, pudiendo dificultar el diagnóstico. Los viajes y la migración hacia y desde países en los que la difteria aún es endémica pueden suponer un riesgo para la reaparición de la enfermedad y, por tanto, las autoridades de salud pública deben asegurar la disponibilidad de DAT como medicamento esencial de la OMS. ;;Austria;04/07/2014
238;Coronavirus;normal;http://www.nationmultimedia.com/breakingnews/Austria-confirms-first-MERS-virus-case-30244440.html;http://www.bmg.gv.at/home/Startseite/aktuelle_Meldungen/MERS_CoV_Middle_East_Respiratory_Syndrome_Coronavirus_;;Notificado el primer caso de nuevo coronavirus (MERS-CoV) en Austria. Se trata de una paciente procedente de Arabia Saudita que está ingresada en un hospital de Viena. Hasta el momento se han notificado 12 casos en Europa de la enfermedad.;;Austria;01/10/2014
239;Rabia;normal;http://fundacionio.org/viajar/enfermedades/rabia.html;;;Riesgo de infección en todo el país. 7 casos en el 2002.;;Azerbaiyán;01/07/2013
240;Aduanas;normal;http://www.exteriores.gob.es/Portal/es/ServiciosAlCiudadano/SiViajasAlExtranjero/Paginas/DetalleRecomendacion.aspx?IdP=14;;;Para la exportación de alfombras o antigüedades, es necesario tramitar un certificado que puede obtenerse en las propias tiendas. Sólo es posible sacar del país un máximo de 125 gr. de caviar, 3 litros de bebidas alcohólicas, dos cartones de cigarrillos, un máximo de 1000 euros en efectivo y oro por valor de un máximo de 1000 euros (si se excede de esta cantidad hay que pagar un 1.5% de aduanas);;Azerbaiyán;22/12/2013
241;brucelosis;normal;http://www.azernews.az/azerbaijan/69597.html;;;Más de 200 casos de brucelosis notificados en el país en lo que va de año (cifras similares a las del año 2013). Las zonas más afectadas del país son eported Ganja, Imishli y Bilasuvar. La enfermedad es endémica en el país y el mayor número de casos se produce en verano y otoño.;;Azerbaiyán;17/08/2014
242;Bartonelosis (enfermedad de Carrión);severa;http://elpais.com/elpais/2014/11/10/planeta_futuro/1415622037_892870.html;http://fundacionio.org/viajar/enfermedades/bartonellosis.html;;La enfermedad de Carrión o bartonelosis es endémica en los valles andinos de Perú, Ecuador y Colombia. Es una de las  infecciones bacterianas más agresivas: con una tasa de mortalidad en su fase aguda de entre el 44% y el 88%. La población en mayor situación de riesgo son las personas de las zonas rurales con menos recursos;;Perú;15/11/2014
243;Chikungunya;normal;http://www.ladepeche.pf/L-epidemie-de-chikungunya-continue-de-s-etendre_a1462.html;http://www.la1ere.fr/2014/11/13/chikungunya-entre-4-000-et-5-000-cas-declares-en-un-mois-206294.html;;El brote de chikungunya continua avanzando no sólo en Tahiti también en Moorea, Raiatea, Bora Bora y atolones de Tuamotu. Desde el inicio del brote 63 personas han sido hospitalizadas (hospitales  de Taravao, Cardella y Uturoa) registrando 5000 casos en este período. ;;Polinesia Francesa;15/11/2014
244;Polio;normal;http://www.who.int/csr/don/14-november-2014-polio/en/;;;Poliovirus circulantes derivados de la vacuna (PVOVc) han sido confirmados en Madagascar (un caso de cVDPV tipo 1  y 3 contactos sanos). El último programa de vacunación en el país fue en diciembre de 2011 / Enero 2012. Se estima que el 25% de los niños están inmunizados contra el virus en el país. Madagascar sufrió un brote cVDPV2 en 2001/2002 (5 casos) y en 2005 (5 casos). Además un VDPV fue aislado durante un estudio de investigación entre niños sanos en Toliara en 2011. Una respuesta rápida detuvo rápidamente esos eventos. Sin embargo, la aparición repetida de eventos PVOVc pone de relieve el riesgo de estos eventos que se producen en las poblaciones que no están completamente inmunizados y de la importancia de mantener altos niveles de cobertura de vacunación.;;Madagascar;16/11/2014
245;Violencia;normal;http://www.elmundo.es/internacional/2014/11/16/54685d93e2704e4c338b456c.html;;;3 personas han fallecido y 22 han resultado heridas en Kabul en un atentado suicida contra la diputada afgana Shukria Barakzai, una de las parlamentarias más destacadas del país reconocida internacionalmente. Desde finales de septiembre, tras el acuerdo con Estados Unidos y la OTAN para la permanencia de sus tropas en el país, los atentados en Kabul se han disparado. Cada semana ha habido al menos un ataque.;;Afganistán (Kabul);16/11/2014
246;Gripe aviar;normal;http://www.chp.gov.hk/en/content/116/37193.html;;;Notificados 2 nuevos casos de gripe aviar A(H7N9) en la región autónoma de Xinjiang Uygur y en Jiangsu. Hasta la fecha se han notificado 443 casos en el país (Zhejiang  139 casos, Guangdong  109, Jiangsu 58, Shanghai 41, Hunan 24, Fujian 22, Anhui 17, Jiangxi 8 , Beijing 5, Shandong 5, Henan 4 , Xinjiang Uygur Autonomous Region 4, Guangxi 3, Jilin, Guizhou 1 y Hebei 1 caso.;;China (Xinjiang);16/11/2014
247;West Nile Virus;normal;mailto:cristina.casalone@izsto.it;;;Notificado la presencia del virus west Nile en mosquitos (Culex pipiens) en Piedmont (noroeste de Italia), provincia de Alessandria. ;;Italia (Alessandria);16/11/2014
248;rabia;normal;http://www.tribuneindia.com/2014/20141112/himachal.htm#2;;;El Kasauli Central Research Institute (CRI), situado en el estado de Himachal Pradesh ha notificado un descenso en la producción del antisuero que fabrican preventivo para la rabia a pesar de la demanda que existe en el país al tener que seguir las leyes estrictas de protección de animales, ha obligado a la institución a reducir los caballos de 200 a 90. El instituto suministra antisueros a Haryana, Punjab, Delhi, Chandigarh e Himachal.  El antisuero es un producto derivado de sangre de caballo que se puede utilizar para activar el sistema inmune de una persona que ha sido expuesta a un patógeno o toxina de manera que su sistema  inmunológico puede eliminarlo.;;India;16/11/2014
249;Leptospirosis;normal;http://www.lmneuquen.com.ar/noticias/2014/11/3/u11-otra-infeccion-por-ratas_239520;;;Notificado un brote de leptospirosis en la Unidad Penal Nº 11 del parque industrial, Neuquén. ;;Argentina (Neuquén);16/11/2014
250;Encefalitis japonesa;normal;http://outbreaknewstoday.com/taiwan-reports-17th-human-case-of-japanese-encephalitis-this-year-76754/;;;En lo que va de año Taiwan ha registrado 17 casos de encefalitis japonesa. 4 en Changhua County, 3 en Pingtung County, 3 en Tainan City, 2 en Chiayi City, 2 en Kaohsiung City, 1 en Hsinchu County, 1 en Taichung City y 1 en Yilan County.;;Taiwan;16/11/2014
251;Fiebre hemorrágica Crimea Congo;normal;mailto:dr.idris.oman@gmail.com;;;Notificado un aumento de casos de fiebre hemorrágica Congo-Crimea en Omán. La enfermedad que se describió por primera vez en el país en 1995, ha experimentado un repunte en los casos detectados (10 en el 2013 y en lo que va de 2014 la cifra alcanza los 16);;Omán;16/11/2014
252;Incendio;normal;http://www.hosteltur.com/154200_royal-caribbean-sufre-incendio-grandeur-of-the-seas.html;http://www.reuters.com/video/2014/11/16/cruise-ship-docks-in-california-with?videoId=347517701;;El barco de Royal Caribbean International Grandeur of the Seas ha sido afectado por un incendio el día 27 de Mayo, que ha sido controlado en pocas horas sin ningún herido. El buque se dirigía hacia la isla privada de CocoCay cuando fue sorprendido por el incendio, ocurrido de madrugada. El barco fue desviado hacia Freeport para ser reparado.;;Bahamas;01/05/2013
253;ciguatera;normal;http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/bn9/2014/7/16/manatee_teens_get_fi.html;;;Notificados 2 casos de intoxicación por ciguatera en 2 jóvenes de 14 y 15 años que realizaron pesca en la zona consumiendo posteriormente los peces contaminados con las algas que tienen la toxina. Según biólogos la posibilidad de contraer la toxina es 1 entre 50, aumentando este riesgo cuanto mayor sean los peces consumidos. ;;Bahamas;10/08/2014
254;Chikungunya;normal;http://outbreaknewstoday.com/mexico-reports-1st-local-transmission-of-chikungunya-14436/;;;México ha notificado el primer caso autóctono de virus Chikungunya, ha sido en el estado de Chiapas, frontera con Guatemala.;;México (Chiapas);16/11/2014
;Pez Globo;normal;http://m.eldiariomontanes.es/sociedad/201411/13/capturan-costa-vasca-decena-20141113131904.html;;;Capturan en la costa vasca una decena de ejemplares de pez globo ó tamboril (Lagocephalus lagocepalus) tóxico para el consumo humano. Su aparición a lo largo del Cantábrico puede ser debida al cambio climático y al calentamiento global. ;;España (País Vasco);16/11/2014
255;Leishmaniosis cutánea;normal;http://fundacionio.org/viajar/paises/asia/barheim alertas.html;;;Existe riesgo de infección en todo el país;;Bahrein;01/01/2014
256;Leptospirosis;normal;mailto:jan.clement.dr@telenet.be;http://en.wikipedia.org/wiki/Camp_Gonsalves;;Notificado un posible brote de leptospirosis en al menos 90 soldados en el Jungle Warfare Training Center, de Okinawa.;;Japón (Okinawa);16/11/2014
257;Encefalitis japonesa;normal;http://fundacionio.org/viajar/enfermedades/encefalitis%20japonesa.html;;;Afecta sobre todo áreas rurales y suburbanas. El principal foco se encuentra en el distrito de Tangali. Presenta transmisión estacional (Julio-Diciembre, principalmente en el sur en la estación de lluvias y principio de la seca y en el norte al final del verano y otoño);;Bangladesh;01/03/2013
258;Melioidosis;normal;http://archive.thedailystar.net/beta2/news/deadly-bacteria-in-gazipur-soil/;;;Notificado el aislamiento de la bacteria en muestras de suelo de Gazipur. Con el peligro potencial de infección para humanos. ;;Bangladesh;01/08/2013
259;Ataque de animal;normal;http://fundacionio.org/viajar/consejos/contacto%20con%20animales.html;;;En el delta de Sundarbans, el mayor bosque manglar del mundo, que se extiende entre Bangladesh e India, entre 50 y 250 personas fallecen al año por ataques del tigre de Bengala.;;Bangladesh;09/01/2014
260;Violencia;normal;http://www.exteriores.gob.es/Portal/es/ServiciosAlCiudadano/SiViajasAlExtranjero/Paginas/DetalleRecomendacion.aspx?IdP=17;;;Las elecciones han sido fijadas en principio para el 5 de enero del 2014. La oposición no acepta la convocatoria y amenaza con no presentarse. Por lo tanto, en las próximas semanas serán constantes los llamados “hartales”: jornadas de huelga general con violencia entre la policía y los piquetes. Es frecuente el lanzamiento de artefactos explosivos y que haya muertos y heridos por quemaduras o balas. En las últimas semanas también los barrios diplomáticos de Gulshan 2 y Baridhara han sido escenario de enfrentamientos y lanzamiento de cócteles explosivos, por lo que debe extremarse la precaución también en éstos.;;Bangladesh;05/12/2013
